,src,dst,tx_x,tx_y,rx_x,rx_y,distance,power,mtoa,pl,txloss
8665,50,165,26.4284,45.1498,75.9642,22.7289,54.3737,-38.5033,1.92638e-07,62.8051,62.8051
8666,50,166,26.4284,45.1498,75.9714,18.2289,56.3848,-39.6406,1.98979e-07,63.9423,63.9423
8667,50,167,26.4284,45.1498,75.9786,13.7289,58.6728,-40.0165,2.05025e-07,64.3183,64.3183
8668,50,168,26.4284,45.1498,75.9858,9.22891,61.2066,-41.9541,2.11785e-07,66.2559,66.2559
8669,50,169,26.4284,45.1498,75.993,4.72891,63.957,-48.1992,2.19159e-07,72.501,72.501
8670,51,0,26.4356,40.6498,3.9284,45.1139,22.9456,-37.05,8.71947e-08,61.3517,61.3517
8671,51,1,26.4356,40.6498,3.93558,40.6139,22.5,-38.1021,8.43874e-08,62.4038,62.4038
8672,51,2,26.4356,40.6498,3.94277,36.1139,22.9456,-39.3714,8.65691e-08,63.6732,63.6732
8673,51,3,26.4356,40.6498,3.94996,31.6139,24.2332,-37.9781,9.12713e-08,62.2798,62.2798
8674,51,4,26.4356,40.6498,3.95715,27.1139,26.2393,-35.0218,9.82237e-08,59.3236,59.3236
8675,51,5,26.4356,40.6498,3.96433,22.6139,28.8141,-37.489,1.07755e-07,61.7908,61.7908
8676,51,6,26.4356,40.6498,3.97152,18.1139,31.8198,-49.2285,1.19177e-07,73.5303,73.5303
8677,51,7,26.4356,40.6498,3.97871,13.6139,35.1461,-38.4393,1.32119e-07,62.741,62.741
8678,51,8,26.4356,40.6498,3.9859,9.1139,38.7105,-35.8106,1.43824e-07,60.1124,60.1124
8679,51,9,26.4356,40.6498,3.99309,4.61391,42.4529,-33.4827,1.59118e-07,57.7845,57.7845
8680,51,10,26.4356,40.6498,8.42839,45.121,18.554,-34.3783,7.05631e-08,58.68,58.68
8681,51,11,26.4356,40.6498,8.43558,40.621,18,-31.6288,6.77745e-08,55.9306,55.9306
8682,51,12,26.4356,40.6498,8.44277,36.1211,18.554,-34.7888,7.03939e-08,59.0906,59.0906
8683,51,13,26.4356,40.6498,8.44995,31.6211,20.1246,-39.5348,7.64429e-08,63.8366,63.8366
8684,51,14,26.4356,40.6498,8.45714,27.1211,22.5,-34.6906,8.48301e-08,58.9924,58.9924
8685,51,15,26.4356,40.6498,8.46433,22.6211,25.4558,-39.5617,9.57231e-08,63.8634,63.8634
8686,51,16,26.4356,40.6498,8.47152,18.1211,28.8141,-39.1212,1.10123e-07,63.423,63.423
8687,51,17,26.4356,40.6498,8.4787,13.6211,32.45,-36.2859,1.22266e-07,60.5876,60.5876
8688,51,18,26.4356,40.6498,8.48589,9.12109,36.2802,-35.5147,1.35555e-07,59.8165,59.8165
8689,51,19,26.4356,40.6498,8.49308,4.62109,40.2492,-33.8052,1.50953e-07,58.1069,58.1069
8690,51,20,26.4356,40.6498,12.9284,45.1282,14.2303,-29.3849,5.36147e-08,53.6866,53.6866
8691,51,21,26.4356,40.6498,12.9356,40.6282,13.5,-30.8856,5.02718e-08,55.1874,55.1874
8692,51,22,26.4356,40.6498,12.9428,36.1282,14.2303,-31.6885,5.36661e-08,55.9903,55.9903
8693,51,23,26.4356,40.6498,12.9499,31.6282,16.225,-31.2954,6.13471e-08,55.5972,55.5972
8694,51,24,26.4356,40.6498,12.9571,27.1283,19.0919,-32.0218,7.20127e-08,56.3236,56.3236
8695,51,25,26.4356,40.6498,12.9643,22.6283,22.5,-35.5377,8.46108e-08,59.8395,59.8395
8696,51,26,26.4356,40.6498,12.9715,18.1283,26.2393,-39.5187,1.00234e-07,63.8205,63.8205
8697,51,27,26.4356,40.6498,12.9787,13.6283,30.1869,-40.9967,1.14011e-07,65.2984,65.2984
8698,51,28,26.4356,40.6498,12.9859,9.12828,34.271,-37.9005,1.29949e-07,62.2022,62.2022
8699,51,29,26.4356,40.6498,12.9931,4.62828,38.448,-40.8027,1.41994e-07,65.1045,65.1045
8700,51,30,26.4356,40.6498,17.4284,45.1354,10.0623,-28.1578,3.66678e-08,52.4596,52.4596
8701,51,31,26.4356,40.6498,17.4356,40.6354,9,-28.7919,3.25323e-08,53.0936,53.0936
8702,51,32,26.4356,40.6498,17.4428,36.1354,10.0623,-28.6687,3.66067e-08,52.9704,52.9704
8703,51,33,26.4356,40.6498,17.4499,31.6354,12.7279,-29.8168,4.7294e-08,54.1186,54.1186
8704,51,34,26.4356,40.6498,17.4571,27.1354,16.225,-31.8777,6.05322e-08,56.1795,56.1795
8705,51,35,26.4356,40.6498,17.4643,22.6354,20.1246,-35.7538,7.69664e-08,60.0556,60.0556
8706,51,36,26.4356,40.6498,17.4715,18.1355,24.2332,-43.0654,8.99745e-08,67.3671,67.3671
8707,51,37,26.4356,40.6498,17.4787,13.6355,28.4605,-39.7203,1.07946e-07,64.0221,64.0221
8708,51,38,26.4356,40.6498,17.4859,9.13546,32.7605,-43.8494,1.25027e-07,68.1512,68.1512
8709,51,39,26.4356,40.6498,17.4931,4.63547,37.108,-37.3274,1.39382e-07,61.6291,61.6291
8710,51,40,26.4356,40.6498,21.9284,45.1426,6.36396,-23.6349,2.3941e-08,47.9367,47.9367
8711,51,41,26.4356,40.6498,21.9356,40.6426,4.5,-20.2587,1.64526e-08,44.5604,44.5604
8712,51,42,26.4356,40.6498,21.9427,36.1426,6.36396,-22.8058,2.3681e-08,47.1076,47.1076
8713,51,43,26.4356,40.6498,21.9499,31.6426,10.0623,-29.5352,3.75375e-08,53.8369,53.8369
8714,51,44,26.4356,40.6498,21.9571,27.1426,14.2302,-36.311,5.3738e-08,60.6128,60.6128
8715,51,45,26.4356,40.6498,21.9643,22.6426,18.554,-31.3724,7.19004e-08,55.6742,55.6742
8716,51,46,26.4356,40.6498,21.9715,18.1426,22.9456,-31.5705,8.86599e-08,55.8723,55.8723
8717,51,47,26.4356,40.6498,21.9787,13.6426,27.3724,-37.1011,1.051e-07,61.4029,61.4029
8718,51,48,26.4356,40.6498,21.9859,9.14265,31.8198,-38.745,1.23366e-07,63.0467,63.0467
8719,51,49,26.4356,40.6498,21.9931,4.64266,36.2802,-38.627,1.3757e-07,62.9288,62.9288
8720,51,50,26.4356,40.6498,26.4284,45.1498,4.5,-20.5277,1.64895e-08,44.8295,44.8295
8721,51,51,26.4356,40.6498,26.4356,40.6498,0,-34.1915,7.91464e-08,58.4933,58.4933
8722,51,52,26.4356,40.6498,26.4427,36.1498,4.5,-20.583,1.63079e-08,44.8848,44.8848
8723,51,53,26.4356,40.6498,26.4499,31.6498,9,-27.2063,3.33962e-08,51.5081,51.5081
8724,51,54,26.4356,40.6498,26.4571,27.1498,13.5,-31.0883,5.18429e-08,55.3901,55.3901
8725,51,55,26.4356,40.6498,26.4643,22.6498,18,-31.3616,6.91918e-08,55.6633,55.6633
8726,51,56,26.4356,40.6498,26.4715,18.1498,22.5,-35.1165,8.65441e-08,59.4183,59.4183
8727,51,57,26.4356,40.6498,26.4787,13.6498,27,-42.4915,1.03553e-07,66.7933,66.7933
8728,51,58,26.4356,40.6498,26.4859,9.14984,31.5,-60.4033,1.2082e-07,84.7051,84.7051
8729,51,59,26.4356,40.6498,26.4931,4.64985,36,-39.0403,1.36046e-07,63.3421,63.3421
8730,51,60,26.4356,40.6498,30.9284,45.157,6.36396,-23.9848,2.40167e-08,48.2866,48.2866
8731,51,61,26.4356,40.6498,30.9355,40.657,4.5,-20.1596,1.6373e-08,44.4614,44.4614
8732,51,62,26.4356,40.6498,30.9427,36.157,6.36396,-23.1744,2.37484e-08,47.4762,47.4762
8733,51,63,26.4356,40.6498,30.9499,31.657,10.0623,-28.4803,3.80545e-08,52.7821,52.7821
8734,51,64,26.4356,40.6498,30.9571,27.157,14.2302,-34.0974,5.49748e-08,58.3992,58.3992
8735,51,65,26.4356,40.6498,30.9643,22.657,18.554,-32.4523,7.13998e-08,56.7541,56.7541
8736,51,66,26.4356,40.6498,30.9715,18.157,22.9456,-33.4742,8.77554e-08,57.7759,57.7759
8737,51,67,26.4356,40.6498,30.9787,13.657,27.3724,-37.3598,1.06279e-07,61.6616,61.6616
8738,51,68,26.4356,40.6498,30.9859,9.15703,31.8198,-37.4904,1.22106e-07,61.7922,61.7922
8739,51,69,26.4356,40.6498,30.9931,4.65703,36.2802,-33.6014,1.3462e-07,57.9032,57.9032
8740,51,70,26.4356,40.6498,35.4284,45.1642,10.0623,-30.1745,3.92269e-08,54.4763,54.4763
8741,51,71,26.4356,40.6498,35.4355,40.6642,9,-26.9823,3.43561e-08,51.284,51.284
8742,51,72,26.4356,40.6498,35.4427,36.1642,10.0623,-30.0127,3.88654e-08,54.3145,54.3145
8743,51,73,26.4356,40.6498,35.4499,31.6642,12.7279,-29.0405,4.94892e-08,53.3423,53.3423
8744,51,74,26.4356,40.6498,35.4571,27.1642,16.225,-36.7922,6.28305e-08,61.0939,61.0939
8745,51,75,26.4356,40.6498,35.4643,22.6642,20.1246,-34.1561,7.74964e-08,58.4578,58.4578
8746,51,76,26.4356,40.6498,35.4715,18.1642,24.2332,-33.5088,9.3047e-08,57.8106,57.8106
8747,51,77,26.4356,40.6498,35.4787,13.6642,28.4605,-38.1746,1.10659e-07,62.4764,62.4764
8748,51,78,26.4356,40.6498,35.4859,9.16422,32.7605,-39.1427,1.25362e-07,63.4445,63.4445
8749,51,79,26.4356,40.6498,35.493,4.66422,37.108,-37.2161,1.37428e-07,61.5178,61.5178
8750,51,80,26.4356,40.6498,39.9284,45.1714,14.2302,-31.1303,5.6175e-08,55.432,55.432
8751,51,81,26.4356,40.6498,39.9355,40.6714,13.5,-30.6067,5.2425e-08,54.9085,54.9085
8752,51,82,26.4356,40.6498,39.9427,36.1714,14.2302,-30.9205,5.57718e-08,55.2222,55.2222
8753,51,83,26.4356,40.6498,39.9499,31.6714,16.225,-34.3271,6.27062e-08,58.6289,58.6289
8754,51,84,26.4356,40.6498,39.9571,27.1714,19.0919,-34.2361,7.42148e-08,58.5379,58.5379
8755,51,85,26.4356,40.6498,39.9643,22.6714,22.5,-36.3173,8.72847e-08,60.6191,60.6191
8756,51,86,26.4356,40.6498,39.9715,18.1714,26.2393,-37.1062,1.01359e-07,61.4079,61.4079
8757,51,87,26.4356,40.6498,39.9787,13.6714,30.1869,-45.6331,1.1706e-07,69.9349,69.9349
8758,51,88,26.4356,40.6498,39.9859,9.1714,34.271,-38.4927,1.28713e-07,62.7944,62.7944
8759,51,89,26.4356,40.6498,39.993,4.67141,38.448,-41.1315,1.41204e-07,65.4332,65.4332
8760,51,90,26.4356,40.6498,44.4283,45.1785,18.554,-32.0305,7.34387e-08,56.3323,56.3323
8761,51,91,26.4356,40.6498,44.4355,40.6786,18,-33.6169,7.04211e-08,57.9187,57.9187
8762,51,92,26.4356,40.6498,44.4427,36.1786,18.554,-31.5354,7.26741e-08,55.8372,55.8372
8763,51,93,26.4356,40.6498,44.4499,31.6786,20.1246,-28.7106,7.62351e-08,53.0124,53.0124
8764,51,94,26.4356,40.6498,44.4571,27.1786,22.5,-35.4526,8.65742e-08,59.7544,59.7544
8765,51,95,26.4356,40.6498,44.4643,22.6786,25.4558,-37.7507,9.7289e-08,62.0524,62.0524
8766,51,96,26.4356,40.6498,44.4715,18.1786,28.8141,-35.5746,1.09314e-07,59.8764,59.8764
8767,51,97,26.4356,40.6498,44.4787,13.6786,32.45,-42.3017,1.21735e-07,66.6034,66.6034
8768,51,98,26.4356,40.6498,44.4858,9.17859,36.2802,-33.504,1.35048e-07,57.8057,57.8057
8769,51,99,26.4356,40.6498,44.493,4.6786,40.2492,-36.9404,1.47812e-07,61.2421,61.2421
8770,51,100,26.4356,40.6498,48.9283,45.1857,22.9456,-34.3323,9.17499e-08,58.634,58.634
8771,51,101,26.4356,40.6498,48.9355,40.6857,22.5,-32.6468,8.83666e-08,56.9486,56.9486
8772,51,102,26.4356,40.6498,48.9427,36.1857,22.9456,-35.5728,8.99973e-08,59.8746,59.8746
8773,51,103,26.4356,40.6498,48.9499,31.6858,24.2332,-33.5394,9.26107e-08,57.8411,57.8411
8774,51,104,26.4356,40.6498,48.9571,27.1858,26.2393,-51.0116,1.00413e-07,75.3133,75.3133
8775,51,105,26.4356,40.6498,48.9643,22.6858,28.8141,-41.9951,1.09725e-07,66.2968,66.2968
8776,51,106,26.4356,40.6498,48.9715,18.1858,31.8198,-49.1316,1.20713e-07,73.4333,73.4333
8777,51,107,26.4356,40.6498,48.9787,13.6858,35.1461,-36.9237,1.29438e-07,61.2255,61.2255
8778,51,108,26.4356,40.6498,48.9858,9.18578,38.7105,-36.6885,1.42224e-07,60.9903,60.9903
8779,51,109,26.4356,40.6498,48.993,4.68578,42.4529,-39.4957,1.55797e-07,63.7974,63.7974
8780,51,110,26.4356,40.6498,53.4283,45.1929,27.3724,-40.0767,1.0891e-07,64.3785,64.3785
8781,51,111,26.4356,40.6498,53.4355,40.6929,27,-38.0396,1.05334e-07,62.3414,62.3414
8782,51,112,26.4356,40.6498,53.4427,36.1929,27.3724,-38.8184,1.06897e-07,63.1202,63.1202
8783,51,113,26.4356,40.6498,53.4499,31.6929,28.4605,-34.7556,1.08403e-07,59.0573,59.0573
8784,51,114,26.4356,40.6498,53.4571,27.1929,30.1869,-38.4536,1.12589e-07,62.7553,62.7553
8785,51,115,26.4356,40.6498,53.4643,22.693,32.45,-41.6212,1.22303e-07,65.9229,65.9229
8786,51,116,26.4356,40.6498,53.4715,18.193,35.1461,-36.6239,1.31572e-07,60.9256,60.9256
8787,51,117,26.4356,40.6498,53.4786,13.693,38.1838,-37.5038,1.40168e-07,61.8055,61.8055
8788,51,118,26.4356,40.6498,53.4858,9.19297,41.488,-36.332,1.50407e-07,60.6338,60.6338
8789,51,119,26.4356,40.6498,53.493,4.69297,45,-37.7721,1.64483e-07,62.0739,62.0739
8790,51,120,26.4356,40.6498,57.9283,45.2001,31.8198,-50.0207,1.24698e-07,74.3225,74.3225
8791,51,121,26.4356,40.6498,57.9355,40.7001,31.5,-42.3002,1.21919e-07,66.6019,66.6019
8792,51,122,26.4356,40.6498,57.9427,36.2001,31.8198,-49.1897,1.22599e-07,73.4914,73.4914
8793,51,123,26.4356,40.6498,57.9499,31.7001,32.7605,-44.6607,1.23147e-07,68.9625,68.9625
8794,51,124,26.4356,40.6498,57.9571,27.2001,34.271,-35.2207,1.267e-07,59.5225,59.5225
8795,51,125,26.4356,40.6498,57.9643,22.7001,36.2802,-34.5854,1.34236e-07,58.8872,58.8872
8796,51,126,26.4356,40.6498,57.9715,18.2001,38.7105,-34.454,1.42548e-07,58.7558,58.7558
8797,51,127,26.4356,40.6498,57.9786,13.7001,41.488,-41.2078,1.51355e-07,65.5096,65.5096
8798,51,128,26.4356,40.6498,57.9858,9.20015,44.5477,-39.2769,1.60774e-07,63.5787,63.5787
8799,51,129,26.4356,40.6498,57.993,4.70016,47.8357,-36.5254,1.74506e-07,60.8271,60.8271
8800,51,130,26.4356,40.6498,62.4283,45.2073,36.2802,-39.6304,1.36189e-07,63.9321,63.9321
8801,51,131,26.4356,40.6498,62.4355,40.7073,36,-37.3675,1.34615e-07,61.6692,61.6692
8802,51,132,26.4356,40.6498,62.4427,36.2073,36.2802,-42.8116,1.34818e-07,67.1134,67.1134
8803,51,133,26.4356,40.6498,62.4499,31.7073,37.108,-42.0223,1.37124e-07,66.3241,66.3241
8804,51,134,26.4356,40.6498,62.4571,27.2073,38.448,-39.6228,1.41399e-07,63.9246,63.9246
8805,51,135,26.4356,40.6498,62.4643,22.7073,40.2492,-32.5467,1.46113e-07,56.8485,56.8485
8806,51,136,26.4356,40.6498,62.4714,18.2073,42.4529,-37.3572,1.54691e-07,61.6589,61.6589
8807,51,137,26.4356,40.6498,62.4786,13.7073,45,-38.3508,1.6304e-07,62.6525,62.6525
8808,51,138,26.4356,40.6498,62.4858,9.20734,47.8357,-39.4962,1.71655e-07,63.798,63.798
8809,51,139,26.4356,40.6498,62.493,4.70735,50.9117,-39.9875,1.81217e-07,64.2893,64.2893
8810,51,140,26.4356,40.6498,66.9283,45.2145,40.7492,-37.5982,1.51346e-07,61.8999,61.8999
8811,51,141,26.4356,40.6498,66.9355,40.7145,40.5,-40.6345,1.50208e-07,64.9362,64.9362
8812,51,142,26.4356,40.6498,66.9427,36.2145,40.7492,-37.8951,1.50273e-07,62.1969,62.1969
8813,51,143,26.4356,40.6498,66.9499,31.7145,41.488,-35.8259,1.52007e-07,60.1276,60.1276
8814,51,144,26.4356,40.6498,66.9571,27.2145,42.6907,-36.5184,1.56009e-07,60.8202,60.8202
8815,51,145,26.4356,40.6498,66.9643,22.7145,44.3199,-45.3854,1.59692e-07,69.6872,69.6872
8816,51,146,26.4356,40.6498,66.9714,18.2145,46.3303,-33.8095,1.65934e-07,58.1112,58.1112
8817,51,147,26.4356,40.6498,66.9786,13.7145,48.6749,-41.4292,1.74638e-07,65.731,65.731
8818,51,148,26.4356,40.6498,66.9858,9.21453,51.3079,-43.532,1.82837e-07,67.8337,67.8337
8819,51,149,26.4356,40.6498,66.993,4.71454,54.1872,-42.4837,1.91742e-07,66.7855,66.7855
8820,51,150,26.4356,40.6498,71.4283,45.2217,45.2244,-33.277,1.65676e-07,57.5787,57.5787
8821,51,151,26.4356,40.6498,71.4355,40.7217,45,-36.3841,1.64944e-07,60.6859,60.6859
8822,51,152,26.4356,40.6498,71.4427,36.2217,45.2244,-38.9114,1.65028e-07,63.2132,63.2132
8823,51,153,26.4356,40.6498,71.4499,31.7217,45.8912,-39.5254,1.66398e-07,63.8272,63.8272
8824,51,154,26.4356,40.6498,71.4571,27.2217,46.9814,-41.1353,1.70076e-07,65.4371,65.4371
8825,51,155,26.4356,40.6498,71.4642,22.7217,48.4665,-35.7662,1.73071e-07,60.068,60.068
8826,51,156,26.4356,40.6498,71.4714,18.2217,50.3115,-39.4085,1.78692e-07,63.7102,63.7102
8827,51,157,26.4356,40.6498,71.4786,13.7217,52.4786,-38.2593,1.86286e-07,62.561,62.561
8828,51,158,26.4356,40.6498,71.4858,9.22172,54.9295,-39.9945,1.94013e-07,64.2963,64.2963
8829,51,159,26.4356,40.6498,71.493,4.72172,57.6281,-39.9164,2.0195e-07,64.2182,64.2182
8830,51,160,26.4356,40.6498,75.9283,45.2289,49.7041,-42.717,1.79121e-07,67.0187,67.0187
8831,51,161,26.4356,40.6498,75.9355,40.7289,49.5,-37.328,1.78616e-07,61.6297,61.6297
8832,51,162,26.4356,40.6498,75.9427,36.2289,49.7041,-37.6246,1.78763e-07,61.9263,61.9263
8833,51,163,26.4356,40.6498,75.9499,31.7289,50.3115,-35.4884,1.80086e-07,59.7902,59.7902
8834,51,164,26.4356,40.6498,75.9571,27.2289,51.3079,-44.1411,1.83084e-07,68.4428,68.4428
8835,51,165,26.4356,40.6498,75.9642,22.7289,52.6711,-38.6764,1.85966e-07,62.9781,62.9781
8836,51,166,26.4356,40.6498,75.9714,18.2289,54.3737,-44.9483,1.9128e-07,69.2501,69.2501
8837,51,167,26.4356,40.6498,75.9786,13.7289,56.3848,-41.7137,1.96784e-07,66.0155,66.0155
8838,51,168,26.4356,40.6498,75.9858,9.22891,58.6728,-47.2253,2.05229e-07,71.527,71.527
8839,51,169,26.4356,40.6498,75.993,4.72891,61.2066,-39.7461,2.12764e-07,64.0478,64.0478
8840,52,0,26.4427,36.1498,3.9284,45.1139,24.2332,-35.8804,9.13334e-08,60.1822,60.1822
8841,52,1,26.4427,36.1498,3.93558,40.6139,22.9456,-38.3697,8.64292e-08,62.6714,62.6714
8842,52,2,26.4427,36.1498,3.94277,36.1139,22.5,-38.7603,8.42974e-08,63.0621,63.0621
8843,52,3,26.4427,36.1498,3.94996,31.6139,22.9456,-34.2035,8.64246e-08,58.5052,58.5052
8844,52,4,26.4427,36.1498,3.95715,27.1139,24.2332,-36.498,9.35011e-08,60.7997,60.7997
8845,52,5,26.4427,36.1498,3.96433,22.6139,26.2393,-39.5657,1.01032e-07,63.8674,63.8674
8846,52,6,26.4427,36.1498,3.97152,18.1139,28.8141,-37.5477,1.10353e-07,61.8495,61.8495
8847,52,7,26.4427,36.1498,3.97871,13.6139,31.8198,-54.511,1.20619e-07,78.8127,78.8127
8848,52,8,26.4427,36.1498,3.9859,9.1139,35.1461,-38.3984,1.31591e-07,62.7001,62.7001
8849,52,9,26.4427,36.1498,3.99309,4.61391,38.7105,-34.8116,1.42216e-07,59.1133,59.1133
8850,52,10,26.4427,36.1498,8.42839,45.121,20.1246,-34.2427,7.62958e-08,58.5445,58.5445
8851,52,11,26.4427,36.1498,8.43558,40.621,18.554,-35.1322,7.04524e-08,59.434,59.434
8852,52,12,26.4427,36.1498,8.44277,36.1211,18,-34.5054,6.79003e-08,58.8071,58.8071
8853,52,13,26.4427,36.1498,8.44995,31.6211,18.554,-33.8459,7.03593e-08,58.1477,58.1477
8854,52,14,26.4427,36.1498,8.45714,27.1211,20.1246,-42.3706,7.82302e-08,66.6724,66.6724
8855,52,15,26.4427,36.1498,8.46433,22.6211,22.5,-32.3421,8.7321e-08,56.6439,56.6439
8856,52,16,26.4427,36.1498,8.47152,18.1211,25.4558,-35.4469,9.79728e-08,59.7486,59.7486
8857,52,17,26.4427,36.1498,8.4787,13.6211,28.8141,-41.2745,1.0966e-07,65.5763,65.5763
8858,52,18,26.4427,36.1498,8.48589,9.12109,32.45,-34.1252,1.21631e-07,58.4269,58.4269
8859,52,19,26.4427,36.1498,8.49308,4.62109,36.2802,-37.0906,1.32904e-07,61.3923,61.3923
8860,52,20,26.4427,36.1498,12.9284,45.1282,16.225,-30.0704,6.12682e-08,54.3721,54.3721
8861,52,21,26.4427,36.1498,12.9356,40.6282,14.2303,-31.6817,5.37005e-08,55.9834,55.9834
8862,52,22,26.4427,36.1498,12.9428,36.1282,13.5,-32.1243,5.04324e-08,56.426,56.426
8863,52,23,26.4427,36.1498,12.9499,31.6282,14.2303,-31.8655,5.37496e-08,56.1673,56.1673
8864,52,24,26.4427,36.1498,12.9571,27.1283,16.225,-30.4696,6.25594e-08,54.7714,54.7714
8865,52,25,26.4427,36.1498,12.9643,22.6283,19.0919,-35.3839,7.23382e-08,59.6856,59.6856
8866,52,26,26.4427,36.1498,12.9715,18.1283,22.5,-34.6596,8.63621e-08,58.9613,58.9613
8867,52,27,26.4427,36.1498,12.9787,13.6283,26.2393,-39.2169,9.95888e-08,63.5186,63.5186
8868,52,28,26.4427,36.1498,12.9859,9.12828,30.1869,-40.7459,1.11756e-07,65.0477,65.0477
8869,52,29,26.4427,36.1498,12.9931,4.62828,34.271,-34.9333,1.25577e-07,59.2351,59.2351
8870,52,30,26.4427,36.1498,17.4284,45.1354,12.7279,-29.2402,4.64822e-08,53.542,53.542
8871,52,31,26.4427,36.1498,17.4356,40.6354,10.0623,-28.6001,3.651e-08,52.9018,52.9018
8872,52,32,26.4427,36.1498,17.4428,36.1354,9,-28.0202,3.2451e-08,52.3219,52.3219
8873,52,33,26.4427,36.1498,17.4499,31.6354,10.0623,-29.3658,3.70823e-08,53.6676,53.6676
8874,52,34,26.4427,36.1498,17.4571,27.1354,12.7279,-28.8753,4.80203e-08,53.1771,53.1771
8875,52,35,26.4427,36.1498,17.4643,22.6354,16.225,-33.5026,6.05876e-08,57.8044,57.8044
8876,52,36,26.4427,36.1498,17.4715,18.1355,20.1246,-34.4738,7.57803e-08,58.7756,58.7756
8877,52,37,26.4427,36.1498,17.4787,13.6355,24.2332,-35.6959,9.19122e-08,59.9977,59.9977
8878,52,38,26.4427,36.1498,17.4859,9.13546,28.4605,-40.6249,1.07884e-07,64.9267,64.9267
8879,52,39,26.4427,36.1498,17.4931,4.63547,32.7605,-41.8358,1.22396e-07,66.1375,66.1375
8880,52,40,26.4427,36.1498,21.9284,45.1426,10.0623,-28.5708,3.89057e-08,52.8725,52.8725
8881,52,41,26.4427,36.1498,21.9356,40.6426,6.36396,-22.9157,2.37228e-08,47.2175,47.2175
8882,52,42,26.4427,36.1498,21.9427,36.1426,4.5,-19.279,1.63564e-08,43.5807,43.5807
8883,52,43,26.4427,36.1498,21.9499,31.6426,6.36396,-23.633,2.34133e-08,47.9347,47.9347
8884,52,44,26.4427,36.1498,21.9571,27.1426,10.0623,-30.1696,3.82884e-08,54.4713,54.4713
8885,52,45,26.4427,36.1498,21.9643,22.6426,14.2302,-34.0104,5.51078e-08,58.3122,58.3122
8886,52,46,26.4427,36.1498,21.9715,18.1426,18.554,-33.6111,7.23833e-08,57.9128,57.9128
8887,52,47,26.4427,36.1498,21.9787,13.6426,22.9456,-32.7926,8.96982e-08,57.0944,57.0944
8888,52,48,26.4427,36.1498,21.9859,9.14265,27.3724,-38.1634,1.05738e-07,62.4652,62.4652
8889,52,49,26.4427,36.1498,21.9931,4.64266,31.8198,-36.238,1.17708e-07,60.5398,60.5398
8890,52,50,26.4427,36.1498,26.4284,45.1498,9,-27.0734,3.40398e-08,51.3751,51.3751
8891,52,51,26.4427,36.1498,26.4356,40.6498,4.5,-20.5249,1.63233e-08,44.8267,44.8267
8892,52,52,26.4427,36.1498,26.4427,36.1498,0,-36.584,9.04422e-08,60.8858,60.8858
8893,52,53,26.4427,36.1498,26.4499,31.6498,4.5,-20.0001,1.64428e-08,44.3018,44.3018
8894,52,54,26.4427,36.1498,26.4571,27.1498,9,-27.6882,3.40339e-08,51.99,51.99
8895,52,55,26.4427,36.1498,26.4643,22.6498,13.5,-32.1546,5.18551e-08,56.4563,56.4563
8896,52,56,26.4427,36.1498,26.4715,18.1498,18,-31.9568,6.98063e-08,56.2585,56.2585
8897,52,57,26.4427,36.1498,26.4787,13.6498,22.5,-36.5165,8.7107e-08,60.8183,60.8183
8898,52,58,26.4427,36.1498,26.4859,9.14984,27,-41.268,1.03671e-07,65.5698,65.5698
8899,52,59,26.4427,36.1498,26.4931,4.64985,31.5,-43.4266,1.16866e-07,67.7284,67.7284
8900,52,60,26.4427,36.1498,30.9284,45.157,10.0623,-28.6534,3.89363e-08,52.9552,52.9552
8901,52,61,26.4427,36.1498,30.9355,40.657,6.36396,-23.2993,2.37559e-08,47.6011,47.6011
8902,52,62,26.4427,36.1498,30.9427,36.157,4.5,-19.7871,1.6268e-08,44.0888,44.0888
8903,52,63,26.4427,36.1498,30.9499,31.657,6.36396,-23.8477,2.38514e-08,48.1495,48.1495
8904,52,64,26.4427,36.1498,30.9571,27.157,10.0623,-27.2016,3.86035e-08,51.5033,51.5033
8905,52,65,26.4427,36.1498,30.9643,22.657,14.2302,-33.1457,5.50708e-08,57.4474,57.4474
8906,52,66,26.4427,36.1498,30.9715,18.157,18.554,-34.034,7.17621e-08,58.3358,58.3358
8907,52,67,26.4427,36.1498,30.9787,13.657,22.9456,-33.8435,8.81833e-08,58.1453,58.1453
8908,52,68,26.4427,36.1498,30.9859,9.15703,27.3724,-36.2643,1.02531e-07,60.566,60.566
8909,52,69,26.4427,36.1498,30.9931,4.65703,31.8198,-37.587,1.17326e-07,61.8887,61.8887
8910,52,70,26.4427,36.1498,35.4284,45.1642,12.7279,-29.3564,5.02633e-08,53.6582,53.6582
8911,52,71,26.4427,36.1498,35.4355,40.6642,10.0623,-30.0219,3.89136e-08,54.3237,54.3237
8912,52,72,26.4427,36.1498,35.4427,36.1642,9,-26.2369,3.41787e-08,50.5386,50.5386
8913,52,73,26.4427,36.1498,35.4499,31.6642,10.0623,-26.3569,3.87227e-08,50.6586,50.6586
8914,52,74,26.4427,36.1498,35.4571,27.1642,12.7279,-27.9466,4.94314e-08,52.2483,52.2483
8915,52,75,26.4427,36.1498,35.4643,22.6642,16.225,-34.2071,6.29008e-08,58.5088,58.5088
8916,52,76,26.4427,36.1498,35.4715,18.1642,20.1246,-35.3961,7.7858e-08,59.6978,59.6978
8917,52,77,26.4427,36.1498,35.4787,13.6642,24.2332,-38.4744,9.29737e-08,62.7762,62.7762
